customer_id,region,age,income,tenure_months,web_user,freq_last_3m,avg_ticket,prior_spend_3m,treatment,propensity,true_hte_ticket_mult,post_spend_3m
1070,South,65,41807.42,59,0,9,45.03,531.56,0,0.3097,2.668,516.84
1071,West,39,49976.08,22,0,10,40.39,474.45,0,0.308,2.75,441.27
1072,East,60,47767.63,50,0,9,12.83,103.41,0,0.2372,2.728,149.96
1073,South,43,68486.56,59,0,11,36.6,481.25,0,0.3224,2.765,484.24
1074,West,34,51727.11,1,1,8,26.15,148.86,0,0.3387,3.067,125.13
1075,West,30,64916.59,61,0,2,19.13,42.69,0,0.164,2.751,99.4
1076,South,52,39599.87,14,0,9,37.67,305.77,1,0.2707,2.646,339.42
1077,East,45,33892.12,49,0,9,20.01,196.21,0,0.2528,2.589,212.08
1078,South,39,41614.15,54,1,9,37.94,442.0,1,0.4154,2.966,573.64
1079,East,60,27613.45,61,1,7,52.47,275.27,1,0.4279,2.826,388.39
1080,South,18,52252.68,29,1,3,38.63,131.92,0,0.2969,3.023,197.06
1081,North,23,39211.83,47,1,8,32.21,290.12,1,0.3916,2.942,384.45
1082,West,72,34923.17,2,1,9,33.07,327.12,0,0.3772,2.899,329.14
1083,West,55,52479.88,32,0,7,45.97,274.46,0,0.278,2.775,304.42
1084,West,49,27844.26,69,0,4,31.33,123.65,0,0.2112,2.478,142.33
1085,West,18,56557.53,12,1,9,29.42,226.5,1,0.3763,3.116,276.88
1086,East,52,37824.94,11,1,3,23.82,76.08,0,0.2557,2.878,5.0
1087,West,42,62386.45,50,1,1,24.27,19.52,0,0.2481,3.076,5.0
1088,West,52,39108.94,37,0,5,45.72,213.6,0,0.2487,2.591,186.05
1089,South,20,54478.64,33,0,4,29.17,127.7,0,0.1923,2.745,101.67
1090,South,49,47693.44,18,1,7,41.66,259.58,1,0.3684,3.027,360.39
1091,North,50,56158.53,13,1,6,42.63,240.59,0,0.3624,3.062,155.03
1092,East,34,46649.2,53,1,9,23.53,182.96,0,0.3809,3.016,150.27
1093,South,21,20049.04,26,1,7,25.46,185.08,0,0.3299,2.75,200.33
1094,South,73,60131.9,56,1,2,41.93,82.12,0,0.2991,3.099,121.78
1095,East,58,43684.76,32,1,8,36.69,261.23,0,0.3899,2.987,235.69
1096,South,53,56842.74,29,1,7,32.85,208.22,1,0.3517,3.118,329.74
1097,North,61,55353.7,17,1,10,40.54,415.02,1,0.4364,3.104,449.08
1098,West,56,33400.55,47,1,7,47.15,277.66,0,0.4112,2.884,280.28
1099,West,25,31278.07,21,0,4,34.53,137.21,0,0.2038,2.513,176.8
1100,North,43,54830.33,65,1,6,28.17,169.88,0,0.3477,3.048,191.01
1101,North,68,40451.26,29,1,6,36.41,223.56,0,0.3569,2.905,224.62
1102,South,34,59046.44,58,0,8,25.34,186.62,0,0.2463,2.84,110.13
1103,West,73,42326.99,34,1,5,36.71,200.22,0,0.3384,2.923,257.56
1104,West,21,60351.15,30,0,8,35.02,320.6,0,0.2668,2.846,367.61
1105,North,36,51349.57,33,1,7,25.21,193.6,1,0.3469,3.063,295.45
1106,West,37,49319.62,32,0,9,30.14,279.82,0,0.2721,2.743,313.74
1107,North,53,39389.83,35,1,3,31.11,73.36,1,0.2937,2.894,176.96
1108,South,28,48486.41,63,1,6,43.8,328.84,1,0.3768,2.985,467.66
1109,West,31,62892.79,50,1,5,24.5,123.57,0,0.313,3.071,154.49
1110,North,55,44186.77,3,0,5,25.29,132.35,0,0.1911,2.642,139.33
1111,North,34,52967.62,5,0,5,30.52,136.45,1,0.2024,2.73,202.95
1112,South,68,45695.4,2,0,9,41.77,363.8,0,0.271,2.707,375.66
1113,East,67,46869.06,50,1,3,43.73,154.39,0,0.3257,2.969,214.6
1114,West,35,70851.16,15,0,5,38.14,213.1,0,0.221,2.691,248.27
1115,West,49,63025.95,28,1,2,43.58,83.09,1,0.3008,3.07,236.54
1116,North,36,46191.06,59,1,5,48.95,300.82,0,0.3859,2.962,301.66
1117,North,37,48216.81,10,1,10,36.89,313.05,1,0.4194,3.032,429.46
1118,West,56,34471.94,11,1,10,25.38,189.81,0,0.3828,2.895,125.45
1119,South,34,42405.43,6,0,3,34.07,72.64,0,0.1758,2.624,77.47
1120,West,26,49640.97,21,1,10,18.66,208.85,1,0.3721,3.046,259.83
1121,East,32,57759.2,7,1,7,39.74,249.11,0,0.3606,3.128,208.79
1122,North,70,56238.31,45,0,4,29.1,113.95,1,0.2057,2.762,236.76
1123,West,32,28361.11,53,0,6,36.34,253.87,0,0.2479,2.484,256.71
1124,North,38,59654.74,14,1,4,33.98,142.63,1,0.3047,3.097,176.32
1125,South,53,43668.39,38,0,8,30.4,199.96,0,0.2518,2.687,206.8
1126,East,23,30195.13,22,1,6,37.7,281.34,1,0.3489,2.802,416.66
1127,East,33,65045.77,6,0,4,33.5,128.16,1,0.1913,2.75,207.6
1128,East,27,66949.18,34,1,5,27.43,135.88,0,0.3114,3.031,109.7
1129,East,70,48956.2,50,1,10,21.83,194.91,0,0.394,3.04,160.23
1130,West,71,55631.9,17,0,6,39.27,196.2,1,0.2388,2.756,309.36
1131,West,61,56511.74,56,1,8,20.52,169.86,0,0.3575,3.115,152.52
1132,East,32,65936.58,71,0,7,56.54,310.2,0,0.3129,2.791,257.05
1133,North,53,55921.03,4,1,7,50.45,348.72,0,0.3949,3.109,387.85
1134,East,55,25084.68,12,1,6,15.92,118.25,0,0.2851,2.751,131.81
1135,West,67,75147.12,21,0,3,42.53,141.97,1,0.2064,2.649,243.9
1136,South,26,60984.85,61,1,7,48.66,350.99,0,0.4095,3.14,385.3
1137,South,59,37357.14,11,0,8,27.97,186.87,0,0.2317,2.624,196.28
1138,South,29,29555.62,34,0,6,39.21,233.14,0,0.24,2.496,223.64
1139,North,50,52572.2,39,1,3,33.5,88.49,0,0.3016,3.026,107.08
1140,East,68,40826.1,10,1,8,43.18,420.19,1,0.3918,2.958,513.35
1141,South,21,49949.93,3,1,6,29.64,165.22,0,0.3057,2.999,161.37
1142,West,26,56151.1,9,1,7,47.17,291.25,1,0.3861,3.112,447.5
1143,West,64,36503.37,4,1,5,33.28,160.96,0,0.3078,2.865,215.35
1144,West,19,28258.38,36,1,3,31.2,82.61,1,0.2907,2.783,161.17
1145,South,57,50787.28,67,0,6,42.78,265.76,0,0.2567,2.708,277.25
1146,South,46,36999.18,26,1,9,45.81,524.91,1,0.4245,2.92,583.33
1147,East,37,47191.44,19,0,7,6.96,48.8,0,0.1866,2.722,77.82
1148,West,67,24850.1,17,1,7,5.0,30.16,0,0.2808,2.799,101.03
1149,South,66,41217.26,70,1,8,39.1,305.39,0,0.4022,2.962,296.48
1150,West,36,55724.28,69,1,6,27.06,131.39,0,0.3409,3.057,120.21
1151,North,18,54088.99,47,1,10,19.15,274.01,0,0.3924,3.091,254.87
1152,West,25,33174.63,33,0,4,30.51,155.02,0,0.2014,2.532,171.52
1153,North,24,27476.03,12,1,5,69.93,415.07,0,0.4204,2.775,399.38
1154,North,73,45236.46,66,0,7,19.04,148.3,0,0.23,2.702,145.33
1155,East,52,53415.49,1,0,4,45.63,177.98,0,0.2113,2.734,199.41
1156,North,56,51077.63,12,1,3,25.86,75.92,0,0.267,3.011,62.59
1157,North,31,37317.6,49,0,5,17.57,84.96,0,0.1974,2.573,123.04
1158,North,66,49467.37,14,0,8,27.66,300.14,0,0.244,2.745,285.8
1159,South,59,67535.33,8,1,5,17.94,87.13,0,0.265,3.025,114.95
1160,West,60,48077.17,43,0,3,16.18,44.44,0,0.1669,2.681,82.27
1161,North,44,20502.78,2,1,9,26.3,233.0,0,0.3624,2.755,176.38
1162,East,57,48048.01,20,0,6,21.92,141.7,0,0.2027,2.68,145.17
1163,West,49,75659.35,46,1,7,33.25,111.16,0,0.3711,2.993,75.21
1164,North,39,25689.14,14,0,5,37.02,196.04,0,0.2212,2.457,146.81
1165,North,51,45445.87,54,0,8,25.53,126.35,0,0.2572,2.704,131.06
1166,West,36,41604.97,7,0,6,42.55,311.71,0,0.2392,2.616,310.12
1167,West,72,46438.24,44,0,6,27.03,120.24,0,0.2252,2.664,82.59
1168,East,58,47913.78,6,1,5,33.16,145.81,0,0.3066,2.979,159.16
1169,West,60,62099.58,52,0,4,8.97,25.56,1,0.168,2.779,39.08
1170,North,58,46271.75,54,1,4,35.99,182.82,0,0.3307,2.963,188.77
1171,South,43,64158.89,57,1,7,62.02,433.37,0,0.4478,3.108,486.73
1172,East,72,43235.17,21,1,8,44.54,475.32,1,0.405,2.982,574.65
1173,South,29,39747.95,17,0,7,32.93,299.24,0,0.232,2.647,253.38
1174,West,50,34962.26,70,0,9,21.1,225.52,1,0.2611,2.6,279.12
1175,East,21,17743.69,52,1,12,54.59,517.3,0,0.5313,2.727,485.28
1176,West,34,49136.72,14,0,5,33.07,169.44,0,0.2101,2.691,160.96
1177,South,50,75810.0,3,0,6,26.92,194.61,0,0.1973,2.642,194.01
1178,South,45,51873.53,26,1,7,27.22,201.65,0,0.3346,3.069,194.39
1179,North,71,55301.21,48,1,6,59.88,339.32,0,0.4337,3.053,294.24
1180,North,52,38804.53,27,0,8,33.58,282.82,1,0.2654,2.638,392.84
1181,West,41,41335.0,58,0,5,40.41,215.6,0,0.2431,2.613,253.07
1182,North,42,59769.62,36,1,4,32.56,101.39,0,0.3148,3.098,101.4
1183,North,52,75130.4,71,1,4,34.22,125.23,1,0.3286,2.949,245.95
1184,North,63,67319.22,62,1,6,29.9,196.98,0,0.3519,3.027,139.48
1185,North,33,57078.67,34,1,7,52.07,412.28,0,0.4236,3.121,395.22
1186,West,51,45527.26,60,1,7,35.53,257.78,0,0.3817,3.005,310.98
1187,South,50,48145.78,32,1,6,18.11,101.99,0,0.2972,2.981,133.01
1188,West,18,33697.39,1,1,5,39.73,192.93,1,0.3217,2.837,309.62
1189,North,70,23277.49,22,0,5,33.62,149.09,0,0.2188,2.433,156.16
1190,East,50,28098.02,30,1,6,39.57,233.73,0,0.3593,2.781,222.11
1191,South,31,45747.0,70,1,10,31.02,349.76,0,0.4175,3.007,347.94
1192,South,54,40620.12,59,1,5,28.51,194.45,0,0.3166,2.906,223.17
1193,West,56,22958.37,11,0,7,45.73,262.29,0,0.2644,2.48,243.2
1194,West,70,44440.15,1,1,4,57.31,272.8,1,0.3509,2.944,457.96
1195,West,19,40223.55,38,1,9,12.69,120.8,0,0.3476,2.952,104.46
1196,North,41,27407.27,38,1,9,35.98,246.07,1,0.4177,2.824,335.48
1197,North,28,39447.31,53,0,6,28.52,168.6,0,0.234,2.594,140.46
1198,East,50,40185.7,19,1,5,24.06,117.0,1,0.2938,2.902,198.76
1199,South,46,35750.44,58,1,8,9.12,72.96,0,0.3179,2.908,86.19
1200,East,45,58900.05,30,0,10,39.33,455.11,1,0.3077,2.839,556.85
1201,East,73,16456.48,24,0,5,29.2,189.24,0,0.2059,2.365,199.69
1202,East,48,15213.02,30,1,7,28.48,238.12,1,0.3472,2.702,333.63
1203,West,41,45049.29,68,1,7,49.43,357.07,1,0.4229,3.0,554.08
1204,East,21,46441.91,28,0,4,29.73,124.69,0,0.196,2.664,151.48
1205,North,34,51063.23,40,0,3,29.22,114.99,0,0.1917,2.711,64.25
1206,North,69,36915.4,64,0,6,18.97,95.74,0,0.2158,2.569,101.76
1207,East,43,31231.14,2,0,6,24.11,171.58,0,0.196,2.512,172.72
1208,South,69,44890.26,39,0,6,52.6,261.27,0,0.2728,2.649,208.0
1209,South,48,38376.33,51,0,6,42.34,195.91,0,0.253,2.584,220.05
1210,South,49,68266.07,65,1,8,50.45,441.82,1,0.4349,3.067,627.09
1211,West,42,40136.59,5,0,6,24.91,112.31,0,0.2015,2.601,94.46
1212,West,49,44202.22,52,0,7,39.33,259.12,0,0.2698,2.692,292.56
1213,East,21,82131.27,57,1,5,47.57,286.9,1,0.3745,2.879,446.68
1214,South,21,42078.6,25,1,4,41.95,144.8,0,0.32,2.921,154.68
1215,South,45,53342.35,53,1,4,53.96,274.03,0,0.3657,3.033,289.48
1216,East,52,54694.64,36,0,6,39.82,158.03,0,0.2478,2.747,140.11
1217,South,49,55971.02,47,0,8,34.98,323.66,0,0.2656,2.81,345.77
1218,East,42,49342.31,28,1,6,6.75,32.08,1,0.2734,2.993,105.15
1219,East,34,47907.61,13,0,7,40.0,271.85,0,0.2504,2.729,279.89
1220,North,58,46505.01,59,1,4,42.17,174.15,1,0.3485,2.965,313.56
1221,North,52,36360.09,16,1,3,48.77,140.12,1,0.3272,2.864,264.01
1222,North,20,49882.78,14,1,7,25.47,171.38,1,0.3346,3.049,282.6
1223,West,43,75429.69,63,0,3,34.6,81.2,1,0.204,2.646,182.74
1224,East,58,63160.23,67,1,9,15.92,173.69,0,0.3623,3.118,174.01
1225,North,62,49558.77,44,1,8,15.64,102.05,1,0.3443,3.046,191.93
1226,West,34,57837.45,42,1,2,41.16,67.12,0,0.3016,3.078,68.73
1227,South,70,31962.36,26,0,8,50.2,395.73,1,0.2928,2.57,485.85
1228,South,55,41092.32,44,0,2,50.62,90.66,0,0.2117,2.611,130.72
1229,West,42,59217.75,44,0,5,40.26,226.63,1,0.2392,2.792,290.75
1230,North,53,67307.51,37,0,3,59.55,164.36,0,0.2532,2.727,192.6
1231,North,67,33437.01,47,1,8,30.29,242.28,1,0.3862,2.884,293.83
1232,East,30,37746.18,40,1,5,45.78,232.83,0,0.3635,2.877,174.79
1233,North,26,77720.64,63,0,5,19.19,109.94,0,0.2029,2.623,139.19
1234,East,43,46443.92,48,1,2,5.0,9.21,0,0.2184,2.964,32.84
1235,North,22,72350.43,28,1,13,29.22,284.64,1,0.4706,3.026,353.13
1236,North,65,48102.86,47,1,5,33.55,147.39,0,0.3398,2.981,121.08
1237,North,73,48692.7,17,0,7,37.81,309.86,1,0.2538,2.737,417.84
1238,South,52,40417.64,16,1,2,32.77,68.95,0,0.2587,2.904,63.14
1239,North,73,59138.33,59,1,7,39.34,260.06,0,0.3966,3.141,283.2
1240,North,21,65366.66,42,0,7,55.88,394.77,1,0.3111,2.796,518.79
1241,West,54,29474.97,4,1,8,43.85,336.86,0,0.3908,2.845,313.2
1242,South,43,39713.24,26,1,4,25.81,115.45,0,0.28,2.897,153.05
1243,South,33,58726.18,70,0,9,5.0,47.28,0,0.2183,2.837,29.74
1244,North,35,43056.77,46,0,6,22.1,127.03,0,0.2187,2.631,92.56
1245,South,49,37599.22,62,1,4,51.12,232.61,1,0.3599,2.876,346.2
1246,South,54,60143.13,39,1,0,28.96,5.0,0,0.2325,3.099,25.09
1247,East,27,61551.8,4,1,9,43.14,334.75,0,0.4051,3.134,381.06
1248,North,53,38255.37,13,1,2,42.68,73.83,0,0.2923,2.883,91.87
1249,West,70,48185.5,7,0,2,34.33,93.39,0,0.1714,2.682,75.85
1250,West,18,26872.88,53,0,2,33.96,74.3,0,0.1887,2.469,57.84
1251,North,68,31567.79,54,1,5,27.03,168.98,1,0.3246,2.816,263.26
1252,North,52,46862.48,33,0,6,61.73,419.93,0,0.3048,2.669,351.29
1253,North,37,45471.1,52,1,6,23.53,150.9,0,0.3324,2.955,101.44
1254,East,59,30496.86,40,1,4,48.45,131.69,1,0.3525,2.805,280.42
1255,North,53,34260.39,53,0,3,44.97,110.2,1,0.2264,2.543,261.88
1256,West,61,29024.33,48,1,7,42.38,325.61,0,0.3978,2.84,342.5
1257,West,22,51825.9,33,1,1,33.56,29.01,0,0.2629,3.018,51.67
1258,West,21,15485.41,47,0,2,17.24,33.72,0,0.1587,2.355,81.05
1259,East,54,29826.34,23,1,10,21.22,241.21,1,0.3779,2.848,294.67
1260,West,35,17055.88,54,1,7,25.7,183.58,1,0.3528,2.721,243.74
1261,North,31,51285.31,65,1,7,39.44,292.57,0,0.3979,3.063,285.52
1262,South,42,17959.0,15,1,2,45.69,110.4,1,0.2888,2.68,246.27
1263,South,59,45475.94,48,1,6,38.77,284.49,0,0.3589,2.955,391.79
1264,West,28,69592.86,8,1,7,38.12,264.56,1,0.3598,3.054,369.15
1265,East,73,70101.51,27,1,12,47.51,679.06,1,0.4972,3.049,788.38
1266,West,41,17911.39,48,1,7,9.92,59.44,0,0.3091,2.729,124.7
1267,North,26,49476.14,20,0,7,8.52,61.65,0,0.1946,2.745,93.5
1268,West,22,30165.43,17,0,5,16.43,89.11,0,0.1804,2.502,46.99
1269,South,66,27102.96,28,0,11,46.11,499.15,0,0.3351,2.521,524.63
1270,South,24,43297.95,9,0,4,10.89,42.1,1,0.1504,2.633,90.35
1271,West,41,63424.37,45,0,3,34.88,87.07,0,0.2011,2.766,10.86
1272,South,56,53994.88,10,1,3,24.08,71.84,1,0.2499,3.04,141.11
1273,South,47,34272.89,24,1,9,36.86,251.72,0,0.3971,2.893,225.74
1274,East,32,55575.51,23,1,6,33.3,195.81,1,0.3377,3.056,283.31
1275,North,24,15000.0,69,1,3,38.0,115.04,1,0.3209,2.65,223.36
1276,South,58,33705.81,71,0,7,30.21,235.11,0,0.2437,2.587,252.46
1277,North,45,32641.63,6,1,3,43.49,107.45,0,0.3054,2.826,156.11
1278,North,20,46174.81,12,0,9,52.56,497.17,0,0.3187,2.712,512.39
1279,West,28,41957.58,52,1,1,50.18,54.46,0,0.311,2.92,113.68
1280,East,50,42877.93,22,1,4,30.65,122.2,1,0.2956,2.929,212.24
1281,South,27,42379.21,46,1,9,24.62,236.45,1,0.3745,2.974,242.48
1282,South,40,45336.11,66,1,8,37.35,310.87,0,0.3968,3.003,224.46
1283,South,25,53101.96,12,1,10,58.7,358.04,1,0.4711,3.081,548.59
1284,East,63,47239.97,69,0,4,34.36,118.44,1,0.2153,2.672,215.89
1285,West,53,40734.72,4,1,7,45.06,416.85,0,0.3754,2.957,442.1
1286,West,62,51026.22,17,0,8,44.41,390.2,1,0.2814,2.76,510.8
1287,South,20,57391.85,37,0,7,44.26,281.89,0,0.268,2.824,219.72
1288,South,39,36659.61,63,1,6,50.27,318.23,0,0.3952,2.867,287.31
1289,South,33,44108.96,40,0,4,19.2,84.98,0,0.1766,2.641,104.34
1290,East,53,62428.6,10,1,2,23.44,57.72,1,0.2393,3.076,107.15
1291,South,64,28458.59,18,1,7,35.57,234.45,1,0.3516,2.835,376.79
1292,East,30,72070.53,55,1,8,49.76,362.52,1,0.4382,3.029,486.04
1293,East,61,24912.68,40,1,7,49.74,322.16,0,0.4127,2.799,302.96
1294,South,51,39819.53,1,1,6,34.45,188.97,0,0.3162,2.898,140.35
1295,South,64,30747.15,36,1,3,46.98,128.14,0,0.322,2.807,193.86
1296,South,22,77818.9,29,0,8,29.94,246.26,0,0.2467,2.672,234.3
1297,North,74,37449.75,1,1,4,25.08,94.0,1,0.2721,2.874,187.48
1298,North,42,37487.38,18,0,3,19.05,56.62,0,0.1651,2.575,47.34
1299,East,33,39438.77,67,1,4,33.35,170.88,1,0.3195,2.894,256.49
1300,South,28,46434.04,50,1,6,30.84,158.46,0,0.338,2.964,169.07
1301,North,74,40073.37,6,1,5,47.04,247.09,0,0.35,2.901,259.79
1302,East,68,43006.7,2,1,11,41.75,381.05,0,0.438,2.98,385.83
1303,West,25,15000.0,25,1,6,35.65,243.65,0,0.3481,2.65,269.06
1304,South,43,45857.4,34,0,8,35.7,333.53,0,0.2622,2.709,340.74
1305,West,59,45267.1,33,1,4,29.97,104.28,1,0.3028,2.953,217.51
1306,West,51,60578.53,50,1,6,13.65,73.35,1,0.3023,3.094,107.46
1307,East,28,64635.91,13,0,2,20.81,45.78,0,0.151,2.754,49.76
1308,East,38,42184.38,4,0,3,44.44,127.83,0,0.198,2.622,96.4
1309,North,38,57243.44,48,0,3,33.34,121.28,0,0.2018,2.772,114.56
1310,West,34,28476.47,64,1,5,19.26,78.93,0,0.3026,2.785,101.7
1311,South,72,56510.14,12,0,9,51.4,537.39,0,0.3029,2.815,518.51
1312,West,29,36412.86,26,1,6,55.38,443.79,0,0.4043,2.864,440.28
1313,East,58,27229.54,45,0,3,49.45,157.09,0,0.2285,2.472,204.85
1314,North,69,42216.17,12,1,6,40.09,217.55,1,0.3545,2.922,298.05
1315,North,63,66007.09,62,1,5,38.43,169.77,1,0.3571,3.04,236.98
1316,East,63,47715.08,17,0,10,34.7,338.62,1,0.2878,2.727,415.61
1317,East,27,67447.32,38,0,5,36.96,203.55,0,0.2279,2.726,246.25
1318,North,25,33769.01,25,0,5,42.54,165.06,0,0.2393,2.538,213.94
1319,East,62,60717.77,48,1,9,43.49,373.21,0,0.437,3.143,365.73
1320,West,60,35217.6,15,0,10,40.45,412.48,0,0.3032,2.602,387.06
1321,South,60,48379.93,7,1,5,5.0,30.83,1,0.2351,2.984,66.41
1322,South,41,48250.24,37,1,8,48.81,499.57,1,0.4206,3.033,651.86
1323,North,47,54922.38,62,1,9,37.39,329.9,0,0.4303,3.099,299.38
1324,West,18,48761.11,45,1,4,18.71,62.4,0,0.2802,2.988,55.41
1325,South,34,33912.23,54,1,8,37.38,305.3,1,0.3945,2.889,405.15
1326,West,48,58204.6,31,0,8,38.63,317.2,0,0.2759,2.832,341.23
1327,South,25,70974.85,10,1,9,16.15,171.21,1,0.3287,3.04,246.73
1328,East,25,36242.95,31,0,7,27.29,178.31,0,0.2327,2.612,121.03
1329,South,20,17471.52,71,0,7,21.73,129.54,0,0.2254,2.425,158.79
1330,North,29,52489.79,56,1,6,23.32,139.66,1,0.3329,3.025,217.54
1331,West,74,40032.29,50,0,3,41.84,119.13,0,0.2162,2.6,145.75
1332,South,57,43033.46,22,1,10,27.53,260.2,1,0.388,2.98,331.12
1333,East,72,53342.67,43,0,6,36.12,188.49,0,0.2422,2.733,205.98
1334,West,32,38154.11,45,1,8,43.85,284.75,0,0.4202,2.932,279.57
1335,West,52,40967.22,47,1,6,29.79,195.13,1,0.3436,2.91,266.09
1336,West,68,43498.21,64,1,3,44.33,138.26,0,0.3331,2.935,121.05
1337,North,38,67046.31,49,0,12,51.26,541.0,0,0.3921,2.78,510.01
1338,East,55,45451.04,16,1,5,45.15,253.54,0,0.3466,2.955,209.86
1339,West,57,26464.9,16,0,9,42.2,274.82,1,0.2916,2.515,363.76
1340,South,65,27061.82,45,1,3,45.25,127.45,1,0.3214,2.771,247.76
1341,North,73,47088.45,62,0,8,39.74,328.18,0,0.2927,2.721,352.71
1342,West,53,28058.58,68,1,9,45.19,474.26,0,0.4497,2.831,470.36
1343,South,51,21565.45,44,1,7,20.92,134.21,0,0.3272,2.766,199.42
1344,East,67,54533.04,38,1,8,34.11,318.85,1,0.3859,3.095,364.82
1345,West,57,55267.48,58,1,10,39.71,358.24,1,0.4516,3.103,462.12
1346,East,38,39477.95,70,0,6,34.1,229.81,1,0.243,2.595,352.16
1347,South,53,49404.89,2,0,1,65.03,81.44,0,0.2058,2.694,98.15
1348,South,49,47821.82,23,1,5,32.7,138.99,0,0.312,2.978,135.95
1349,South,31,54036.29,24,1,6,13.61,83.51,1,0.2816,3.04,104.71
1350,North,47,54071.25,41,1,2,35.66,77.11,0,0.2912,3.041,110.35
1351,West,53,15000.0,21,0,2,44.94,73.1,0,0.1981,2.35,89.4
1352,West,69,41392.52,23,0,5,24.53,130.58,1,0.1983,2.614,191.12
1353,South,51,52768.56,2,0,6,34.56,189.74,0,0.2115,2.728,219.43
1354,South,27,38843.15,1,0,8,34.12,238.46,0,0.2377,2.638,300.78
1355,West,74,45543.04,32,1,11,34.28,353.19,0,0.4441,3.005,316.52
1356,North,50,56260.5,71,1,7,27.82,180.26,0,0.3655,3.113,203.42
1357,East,34,46213.88,21,0,11,48.16,593.43,0,0.3427,2.712,562.92
1358,South,61,67618.79,18,1,4,61.01,244.0,0,0.3666,3.024,258.15
1359,East,39,61904.79,19,1,4,24.93,134.26,0,0.2796,3.081,178.11
1360,North,39,43221.54,70,1,2,19.32,35.53,1,0.2585,2.932,149.94
1361,East,65,42029.31,48,0,2,29.75,63.73,0,0.1782,2.62,59.84
1362,South,67,15000.0,47,0,10,51.88,507.12,0,0.342,2.4,430.11
1363,East,47,40102.47,14,0,9,31.9,232.17,0,0.2631,2.651,228.61
1364,North,39,24700.97,65,1,6,39.39,292.76,0,0.3788,2.747,284.12
1365,South,67,48318.44,14,1,6,24.05,146.9,1,0.3006,2.983,139.7
1366,East,27,47293.06,69,1,3,56.41,149.39,1,0.3638,2.973,351.12
1367,North,60,55437.84,68,0,8,31.46,266.74,0,0.2732,2.804,249.46
1368,North,51,65950.06,41,1,7,37.99,307.18,1,0.3866,3.09,416.78
1369,North,66,44605.96,62,0,7,25.45,155.46,0,0.2434,2.696,146.96
1370,South,41,79206.24,71,1,5,24.29,122.39,0,0.3071,2.908,120.41
1371,North,65,48486.77,42,0,4,34.96,161.65,0,0.2165,2.685,206.17
1372,West,18,25346.75,55,0,6,36.25,222.88,0,0.2481,2.453,222.33
1373,South,61,36568.92,42,1,4,45.35,196.49,0,0.3382,2.866,258.45
1374,West,21,39408.8,38,0,8,14.75,113.3,0,0.2253,2.644,140.27
1375,West,54,53881.91,24,1,8,23.59,144.19,1,0.3509,3.089,245.03
1376,North,29,30791.25,47,0,6,26.75,154.46,0,0.2287,2.508,154.87
1377,East,72,40530.36,19,0,9,36.44,300.39,0,0.2772,2.655,292.33
1378,West,61,42584.4,14,1,6,21.45,126.57,0,0.3029,2.926,164.78
1379,East,23,38278.19,20,1,6,33.85,186.38,0,0.3371,2.883,222.6
1380,South,68,57171.23,1,0,7,27.28,195.81,0,0.2096,2.822,203.6
1381,South,32,54619.82,67,0,7,33.37,221.46,0,0.2505,2.796,234.39
1382,North,49,62498.51,19,0,5,25.7,144.11,1,0.2014,2.775,218.74
1383,East,22,40034.62,57,0,5,22.86,124.86,0,0.2043,2.6,136.61
1384,West,24,63037.91,31,1,9,38.42,297.84,0,0.4164,3.12,292.67
1385,West,31,24540.04,25,1,8,48.36,459.76,1,0.422,2.795,572.32
1386,North,48,24174.24,17,1,2,44.76,79.81,1,0.3004,2.742,245.41
1387,East,48,26792.97,59,1,4,48.35,160.79,0,0.3586,2.768,162.86
1388,South,66,45138.18,37,1,14,49.76,806.93,1,0.5427,3.001,883.18
1389,West,27,63035.67,32,0,4,33.07,120.54,0,0.206,2.77,118.15
1390,North,60,35967.87,47,1,4,57.45,233.18,1,0.3876,2.86,389.33
1391,West,18,37849.6,57,1,6,44.07,213.36,0,0.3863,2.878,225.01
1392,West,34,41759.73,47,0,6,23.6,133.83,0,0.219,2.618,122.67
1393,North,27,53592.42,34,0,4,26.98,106.04,1,0.1979,2.736,223.32
1394,North,25,37835.62,64,0,8,36.81,277.15,0,0.2857,2.628,265.48
1395,West,51,36998.75,64,1,6,45.57,252.33,0,0.3919,2.87,295.35
1396,North,69,24819.07,69,0,3,32.25,97.36,1,0.2028,2.448,188.93
1397,East,56,36424.18,7,1,6,23.35,160.89,0,0.2995,2.864,180.47
1398,West,66,62661.93,64,1,4,44.49,152.81,1,0.3516,3.073,324.17
1399,East,51,46363.89,14,0,7,21.6,93.87,0,0.2118,2.714,141.49
1400,South,21,33902.18,45,1,3,38.65,137.5,0,0.3044,2.839,157.65
1401,South,37,63542.16,47,0,3,35.52,96.03,0,0.1961,2.765,180.59
1402,North,64,36221.8,15,1,5,18.89,86.33,1,0.2844,2.862,153.9
1403,West,20,66299.33,1,1,10,56.33,517.2,1,0.4633,3.087,617.98
1404,South,23,66054.1,67,1,6,35.2,169.12,1,0.3534,3.039,275.49
1405,North,65,45840.17,64,1,4,20.77,78.15,1,0.2934,2.958,177.02
1406,South,21,22521.76,13,1,7,35.58,238.62,1,0.3476,2.775,345.24
1407,West,72,79342.51,43,1,4,14.24,60.67,0,0.2688,2.907,42.29
1408,North,61,50809.14,11,1,8,39.33,288.81,0,0.3889,3.058,275.54
1409,West,55,40141.69,41,0,5,45.33,143.66,0,0.2494,2.601,125.53
